order_code,client_id,client_name,ThoiGianTao,ThoiGianLayThanhCong,ThoiGianXuatKienDauTien,ThoiGianGiaoThanhCong,TrangThaiHienTai,KhoLay_ID,KhoLay,KhoGiao_ID,KhoGiao,VungGiao,TinhGiao,weight,converted_weight,KL_TinhCuoc,length,width,height,SoKhoi_M3,ThoiGianNhanKienDauTien,weight_kg,converted_weight_kg,KL_TinhCuoc_kg
GYXEMWNL,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.191000,2026-07-16 21:37:15.902000,2026-07-18 00:06:59.085000,2026-07-18 09:46:54.707000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,2393,(TQU) Hàm Yên,Khu vực 3,Tuyên Quang,,,,10,10,10,1,2026-07-18 04:20:01.948000,328.0,2.0,328.0
GYXEMWNQ,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.190000,2026-07-16 21:37:15.573000,2026-07-17 06:04:12.070000,2026-07-18 17:00:02.784000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,20881000,(TQU) Sơn Dương,Khu vực 3,Tuyên Quang,,,,10,10,10,1,2026-07-17 07:48:36.634000,112.0,2.0,112.0
GYXEMW6E,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.163000,2026-07-16 21:37:13.654000,2026-07-17 09:36:42.900000,2026-07-18 14:30:37.956000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:09:44.697000,144.0,2.0,144.0
GYXEMW6R,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.162000,2026-07-15 19:43:47.048000,2026-07-15 22:58:49.688000,2026-07-16 09:10:09.422000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 23:20:35.349000,248.0,2.0,248.0
GYXEMW6M,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.161000,2026-07-16 21:37:09.955000,2026-07-17 16:41:03.604000,2026-07-19 15:51:26.319000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,1,2026-07-17 18:50:23.446000,2112.0,2.0,2112.0
GYXEMW6Y,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.159000,2026-07-15 19:43:47.533000,2026-07-15 22:58:49.668000,2026-07-17 10:59:09.402000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,10,10,10,1,2026-07-15 23:05:00.622000,672.0,2.0,672.0
GYXEMW68,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.158000,2026-07-16 21:37:13.922000,2026-07-17 09:36:42.939000,2026-07-18 09:14:17.711000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:10:48.800000,912.0,2.0,912.0
GYXEMW6A,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.149000,2026-07-15 19:43:47.560000,2026-07-15 22:58:49.869000,2026-07-19 08:57:38.047000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Bắc Kạn,,,,10,10,10,1,2026-07-15 23:10:27.499000,608.0,2.0,608.0
GYXEMW6X,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.144000,2026-07-16 21:37:06.876000,2026-07-18 06:50:30.141000,2026-07-19 10:59:56.694000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21157000,Kho Giao Hàng Nặng - TP Lạng Sơn - Lạng Sơn,Khu vực 3,Lạng Sơn,,,,10,10,10,1,2026-07-18 07:47:40.754000,912.0,2.0,912.0
GYXEMW6T,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.140000,2026-07-16 21:37:08.953000,2026-07-17 09:05:36.291000,2026-07-18 10:19:45.681000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-17 10:14:03.835000,1392.0,2.0,1392.0
GYXEMW6H,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.140000,2026-07-15 19:43:47.610000,2026-07-15 22:58:49.696000,2026-07-16 14:32:23.062000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 23:07:53.850000,688.0,2.0,688.0
GYXEMW6W,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.132000,2026-07-16 21:37:10.852000,2026-07-17 04:34:19.401000,2026-07-18 20:22:47.370000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21321001,Kho Giao Hàng Nặng - TP Sơn La - Sơn La,Khu vực 3,Sơn La,,,,10,10,10,1,2026-07-17 05:23:23.750000,104.0,2.0,104.0
GYXEMW64,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.129000,2026-07-16 21:37:06.499000,2026-07-17 09:36:43.133000,2026-07-18 20:13:22.547000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:04:06.664000,192.0,2.0,192.0
GYXEMW6K,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.129000,2026-07-16 21:37:05.926000,2026-07-17 06:04:12.478000,2026-07-18 19:50:41.696000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,22854000,(HAG) Hà Giang 2,Khu vực 3,Hà Giang,,,,10,10,10,1,2026-07-17 07:29:03.508000,192.0,2.0,192.0
GYXEMW63,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.123000,2026-07-16 21:37:08.801000,2026-07-17 04:34:18.671000,2026-07-18 20:23:31.920000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21321001,Kho Giao Hàng Nặng - TP Sơn La - Sơn La,Khu vực 3,Sơn La,,,,10,10,10,1,2026-07-17 05:24:38.441000,336.0,2.0,336.0
GYXEMW6B,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.120000,2026-07-15 19:43:47.611000,2026-07-15 22:58:49.682000,2026-07-17 10:03:53.051000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:00:45.778000,608.0,2.0,608.0
GYXEMW6P,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.116000,2026-07-15 19:43:47.718000,2026-07-15 22:58:49.680000,2026-07-17 21:29:53.983000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:00:17.003000,256.0,2.0,256.0
GYXEMW6D,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.112000,2026-07-15 19:43:47.757000,2026-07-15 22:58:49.673000,2026-07-17 09:44:34.441000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21158000,Kho Giao Hàng Nặng - TP Lào Cai - Lào Cai,Khu vực 3,Lào Cai,,,,10,10,10,1,2026-07-15 23:13:59.649000,1056.0,2.0,1056.0
GYXEMW6N,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.104000,2026-07-16 21:37:08.986000,2026-07-18 00:06:58.691000,2026-07-19 12:20:56.846000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,22282000,(HAG) Bắc Quang,Khu vực 3,Hà Giang,,,,10,10,10,1,2026-07-18 04:24:34.908000,336.0,2.0,336.0
GYXEMW66,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.103000,2026-07-15 19:43:47.656000,2026-07-15 22:58:49.686000,2026-07-16 18:34:34.105000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 23:08:23.368000,240.0,2.0,240.0
GYXEMW6V,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.101000,2026-07-16 21:37:13.163000,2026-07-17 04:34:17.911000,2026-07-18 13:34:49.781000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21974000,(YBA) Cầu Thia,Khu vực 3,Yên Bái,,,,10,10,10,1,2026-07-17 05:22:55.647000,272.0,2.0,272.0
GYXEMW6C,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.098000,2026-07-16 21:37:14.026000,2026-07-17 04:34:32.079000,2026-07-18 14:50:22.522000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,22680000,(LCH) Tân Phong,Khu vực 3,Lai Châu,,,,10,10,10,1,2026-07-17 05:29:10.414000,144.0,2.0,144.0
GYXEMW69,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.097000,2026-07-16 21:37:10.507000,2026-07-17 09:36:43.142000,2026-07-18 11:37:21.857000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:00:58.706000,1504.0,2.0,1504.0
GYXEMW6U,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.090000,2026-07-15 19:43:47.765000,2026-07-15 22:58:49.663000,2026-07-17 16:31:08.962000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21383000,(YBA) Lục Yên,Khu vực 3,Yên Bái,,,,10,10,10,1,2026-07-15 23:13:51.130000,1024.0,2.0,1024.0
GYXEMW6G,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.089000,2026-07-16 21:37:15.892000,2026-07-17 09:36:42.870000,2026-07-18 19:52:28.851000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:09:56.441000,112.0,2.0,112.0
GYXEMW67,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.078000,2026-07-16 21:37:15.111000,2026-07-17 04:34:18.890000,2026-07-18 17:50:11.068000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,20222000,(SLA) Sông Mã,Khu vực 3,Sơn La,,,,10,10,10,1,2026-07-17 05:25:09.108000,144.0,2.0,144.0
GYXEMW6F,5035963,MDLZ Miền Bắc,2026-07-14 17:37:31.075000,2026-07-15 19:43:47.492000,2026-07-15 22:58:49.681000,2026-07-17 10:39:47.882000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:00:43.948000,512.0,2.0,512.0
GYXEMWVH,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.400000,2026-07-15 19:43:46.801000,2026-07-15 22:58:50.138000,2026-07-16 13:27:10.841000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,1,2026-07-15 21:01:54.694000,608.0,2.0,608.0
GYXEMWVW,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.392000,2026-07-16 21:37:05.850000,2026-07-17 09:36:43.140000,2026-07-18 13:06:12.456000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:02:15.075000,32.0,2.0,32.0
GYXEMWVT,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.390000,2026-07-16 21:37:13.028000,2026-07-17 16:41:03.546000,2026-07-19 15:53:00.103000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,1,2026-07-17 18:48:57.795000,272.0,2.0,272.0
GYXEMWVK,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.388000,2026-07-15 19:43:47.711000,2026-07-15 22:58:49.819000,2026-07-16 20:15:04.123000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 21:01:47.620000,448.0,2.0,448.0
GYXEMWV4,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.385000,2026-07-16 21:37:12.127000,2026-07-17 04:34:17.958000,2026-07-18 12:26:45.403000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21161000,Kho Giao Hàng Nặng - TP Yên Bái - Yên Bái,Khu vực 3,Yên Bái,,,,10,10,10,1,2026-07-17 05:23:30.168000,336.0,2.0,336.0
GYXEMWVB,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.368000,2026-07-15 19:43:46.997000,2026-07-15 22:58:49.671000,2026-07-17 09:54:48.821000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21600000,(SLA) Mai Sơn,Khu vực 3,Sơn La,,,,10,10,10,1,2026-07-15 23:14:00.836000,1712.0,2.0,1712.0
GYXEMWVP,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.364000,2026-07-16 21:37:10.258000,2026-07-17 09:36:44.705000,2026-07-18 12:42:33.093000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:07:47.697000,2416.0,2.0,2416.0
GYXEMWVD,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.363000,2026-07-16 21:37:09.657000,2026-07-17 06:04:11.998000,2026-07-18 09:30:46.034000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,20881000,(TQU) Sơn Dương,Khu vực 3,Tuyên Quang,,,,10,10,10,1,2026-07-17 07:58:58.636000,144.0,2.0,144.0
GYXEMWV3,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.358000,2026-07-16 21:37:13.938000,2026-07-17 09:36:44.179000,2026-07-18 15:48:17.743000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:08:49.857000,336.0,2.0,336.0
GYXEMWV6,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.329000,2026-07-16 21:37:10.728000,2026-07-17 09:36:43.138000,2026-07-18 11:39:13.037000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:03:56.352000,2704.0,2.0,2704.0
GYXEMWVN,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.329000,2026-07-16 21:37:08.785000,2026-07-17 04:34:19.174000,2026-07-17 15:50:01.062000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,22731000,(SLA) Thảo Nguyên,Khu vực 3,Sơn La,,,,10,10,10,1,2026-07-17 05:23:52.596000,1344.0,2.0,1344.0
GYXEMWVV,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.325000,2026-07-15 19:43:46.895000,2026-07-15 22:58:49.700000,2026-07-16 18:58:27.800000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 23:09:19.888000,512.0,2.0,512.0
GYXEMWVC,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.308000,2026-07-16 21:37:13.833000,2026-07-17 15:40:40.853000,2026-07-18 12:23:23.209000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21154000,Kho Giao Hàng Nặng - Mỹ Lộc - Nam Định,Khu vực 3,Hà Nam,,,,10,10,10,1,2026-07-17 17:20:10.298000,144.0,2.0,144.0
GYXEMWVU,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.304000,2026-07-16 21:37:13.374000,2026-07-17 09:36:42.870000,2026-07-18 13:57:29.407000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:11:10.679000,496.0,2.0,496.0
GYXEMWV9,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.295000,2026-07-16 21:37:07.130000,2026-07-17 16:41:03.545000,2026-07-19 21:58:59.192000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Bắc Kạn,,,,10,10,10,1,2026-07-17 18:49:45.283000,2656.0,2.0,2656.0
GYXEMWVL,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.287000,2026-07-16 21:37:13.486000,2026-07-17 09:36:44.139000,2026-07-18 11:47:36.161000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:10:51.885000,448.0,2.0,448.0
GYXEMWV7,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.287000,2026-07-16 21:37:15.953000,2026-07-17 09:36:43.779000,2026-07-18 19:13:54.425000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:08:16.958000,1616.0,2.0,1616.0
GYXEMWVF,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.286000,2026-07-16 21:37:15.487000,2026-07-17 04:34:32.039000,2026-07-19 14:59:04.558000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,23084000,Kho Giao Hàng Nặng - Tân Phong - Lai Châu,Khu vực 3,Lai Châu,,,,10,10,10,1,2026-07-17 05:30:00.439000,112.0,2.0,112.0
GYXEMWVG,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.286000,2026-07-16 21:37:15.626000,2026-07-17 09:36:42.869000,2026-07-18 12:05:00.245000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:11:30.737000,112.0,2.0,112.0
GYXEMWVQ,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.285000,2026-07-16 21:37:13.891000,2026-07-17 09:36:42.860000,2026-07-18 11:04:12.522000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:08:14.451000,912.0,2.0,912.0
GYXEMW9E,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.276000,2026-07-15 19:43:47.848000,2026-07-15 22:58:49.680000,2026-07-17 11:45:07.131000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:01:12.928000,256.0,2.0,256.0
GYXEMW9M,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.276000,2026-07-16 21:37:13.928000,2026-07-17 09:05:36.280000,2026-07-17 13:03:40.778000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-17 10:16:44.683000,912.0,2.0,912.0
GYXEMW9R,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.275000,2026-07-15 19:43:46.951000,2026-07-15 22:58:49.682000,2026-07-17 14:13:46.881000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:00:56.575000,624.0,2.0,624.0
GYXEMW9Y,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.272000,2026-07-15 19:43:47.734000,2026-07-15 22:58:49.938000,2026-07-16 18:36:19.019000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 23:07:37.241000,528.0,2.0,528.0
GYXEMW98,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.270000,2026-07-15 19:43:46.907000,2026-07-15 22:58:49.664000,2026-07-17 11:52:36.073000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21161000,Kho Giao Hàng Nặng - TP Yên Bái - Yên Bái,Khu vực 3,Yên Bái,,,,10,10,10,1,2026-07-15 23:15:58.957000,1232.0,2.0,1232.0
GYXEMW9A,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.267000,2026-07-15 19:43:47.265000,2026-07-15 22:58:49.668000,2026-07-16 11:11:23.694000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,10,10,10,1,2026-07-15 23:05:04.281000,1248.0,2.0,1248.0
GYXEMW9H,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.262000,2026-07-15 19:43:46.785000,2026-07-15 22:58:49.697000,2026-07-16 15:18:04.894000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-15 21:01:43.232000,256.0,2.0,256.0
GYXEMW9X,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.262000,2026-07-16 21:37:13.060000,2026-07-17 09:05:36.288000,2026-07-18 09:27:28.985000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-17 10:16:01.783000,272.0,2.0,272.0
GYXEMW9T,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.257000,2026-07-16 21:37:05.929000,2026-07-17 09:36:43.132000,2026-07-18 14:18:52.441000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:01:47.848000,192.0,2.0,192.0
GYXEMW9W,5035963,MDLZ Miền Bắc,2026-07-14 17:37:30.247000,2026-07-16 21:37:06.804000,2026-07-17 04:34:32,2026-07-18 15:17:44.201000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21158000,Kho Giao Hàng Nặng - TP Lào Cai - Lào Cai,Khu vực 3,Lào Cai,,,,10,10,10,1,2026-07-17 05:30:06.756000,912.0,2.0,912.0
GYXEMW9V,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.764000,2026-07-16 21:37:13.024000,2026-07-17 09:05:36.282000,2026-07-18 16:28:05.884000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-17 10:26:08.696000,496.0,2.0,496.0
GYXEMW96,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.763000,2026-07-16 21:37:13.521000,2026-07-17 16:41:03.544000,2026-07-19 15:53:34.622000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,1,2026-07-17 18:52:22.220000,448.0,2.0,448.0
GYXEMW99,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.762000,2026-07-15 19:43:46.757000,2026-07-15 22:58:49.682000,2026-07-17 11:28:05.065000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:00:15.199000,608.0,2.0,608.0
GYXEMW9U,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.743000,2026-07-15 19:43:46.875000,2026-07-15 22:58:49.667000,2026-07-16 10:43:35.935000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21159000,Kho Giao Hàng Nặng - TP Tuyên Quang - Tuyên Quang,Khu vực 3,Tuyên Quang,,,,10,10,10,1,2026-07-15 23:05:09.377000,1024.0,2.0,1024.0
GYXEMW9C,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.743000,2026-07-15 19:43:46.875000,2026-07-15 22:58:49.681000,2026-07-17 12:42:22.259000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21337000,Kho Giao Hàng Nặng - Tân Bình - Hải Dương,Khu vực 3,Hải Dương,,,,10,10,10,1,2026-07-15 23:01:22.080000,688.0,2.0,688.0
GYXEMW9G,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.741000,2026-07-16 21:37:09.826000,2026-07-17 09:36:44.578000,2026-07-18 16:42:05.106000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:05:47.313000,144.0,2.0,144.0
GYXEMW97,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.734000,2026-07-16 21:37:15.948000,2026-07-18 06:50:30.162000,2026-07-19 08:41:04.935000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,20059000,(LSO) Đồng Đăng,Khu vực 3,Lạng Sơn,,,,10,10,10,1,2026-07-18 07:48:45.706000,2624.0,2.0,2624.0
GYXEMW9F,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.733000,2026-07-16 21:37:08.622000,2026-07-17 09:36:43.143000,2026-07-18 11:28:48.256000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21084000,Kho Giao Hàng Nặng - An Dương - Hải Phòng,Khu vực 3,Hải Phòng,,,,10,10,10,1,2026-07-17 13:04:36.024000,672.0,2.0,672.0
GYXEMW9L,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.728000,2026-07-15 19:43:46.573000,2026-07-15 22:58:49.662000,2026-07-16 15:32:29.142000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,20315000,(LSO) Bắc Sơn,Khu vực 3,Lạng Sơn,,,,10,10,10,1,2026-07-15 21:01:35.409000,608.0,2.0,608.0
GYXEMW9Q,5035963,MDLZ Miền Bắc,2026-07-14 17:37:29.728000,2026-07-16 21:37:08.761000,2026-07-17 16:41:03.546000,2026-07-18 19:11:58.714000,delivered,22958000,Kho B2B Hưng Yên - Hưng Yên,21085000,Kho Giao Hàng Nặng - TP Thái Nguyên - Thái Nguyên,Khu vực 3,Thái Nguyên,,,,10,10,10,1,2026-07-17 18:51:35.327000,1456.0,2.0,1456.0
